CLS,SUBCLS,IN,RXCUI,NAME,TTY,NDC
Antidiabetics,GLP1 Agonist,semaglutide,2553903,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],SBD,016945171
Antidiabetics,GLP1 Agonist,semaglutide,2553903,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],SBD,00169451714
Antidiabetics,GLP1 Agonist,semaglutide,2553903,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],SBD,0169451714
Antidiabetics,GLP1 Agonist,semaglutide,2554104,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],SBD,00169452401
Antidiabetics,GLP1 Agonist,semaglutide,2554104,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],SBD,016945241
Antidiabetics,GLP1 Agonist,semaglutide,2554104,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],SBD,00169452414
Antidiabetics,GLP1 Agonist,semaglutide,2554104,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],SBD,0169452414
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,00169477211
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,0169477211
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,00169477212
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,0169477212
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,00169477290
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,0169477290
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,00169477297
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,0169477297
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,50090605100
Antidiabetics,GLP1 Agonist,semaglutide,2599365,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],SBD,5009060510
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,00169418103
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,016941813
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,00169418113
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,0169418113
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,00169418190
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,0169418190
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,00169418197
Antidiabetics,GLP1 Agonist,semaglutide,2619154,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",SBD,0169418197
Antidiabetics,GLP1 Agonist,semaglutide,2707549,semaglutide 1.5 MG Oral Tablet [Rybelsus],SBD,00169481530
Antidiabetics,GLP1 Agonist,semaglutide,2707549,semaglutide 1.5 MG Oral Tablet [Rybelsus],SBD,0169481530
Antidiabetics,GLP1 Agonist,semaglutide,2707549,semaglutide 1.5 MG Oral Tablet [Rybelsus],SBD,00169481590
Antidiabetics,GLP1 Agonist,semaglutide,2707549,semaglutide 1.5 MG Oral Tablet [Rybelsus],SBD,0169481590
Antidiabetics,GLP1 Agonist,semaglutide,2707553,semaglutide 4 MG Oral Tablet [Rybelsus],SBD,00169480430
Antidiabetics,GLP1 Agonist,semaglutide,2707553,semaglutide 4 MG Oral Tablet [Rybelsus],SBD,0169480430
Antidiabetics,GLP1 Agonist,semaglutide,2707557,semaglutide 9 MG Oral Tablet [Rybelsus],SBD,00169480930
Antidiabetics,GLP1 Agonist,semaglutide,2707557,semaglutide 9 MG Oral Tablet [Rybelsus],SBD,0169480930
Antidiabetics,GLP1 Agonist,semaglutide,1991308,semaglutide 1.34 MG/ML [Ozempic],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200646,semaglutide 14 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200653,semaglutide 3 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200657,semaglutide 7 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553503,semaglutide 0.5 MG/ML [Wegovy],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553602,semaglutide 1 MG/ML [Wegovy],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553608,semaglutide 2 MG/ML [Wegovy],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553902,semaglutide 2.27 MG/ML [Wegovy],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2554103,semaglutide 3.2 MG/ML [Wegovy],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2599364,semaglutide 2.68 MG/ML [Ozempic],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2619153,semaglutide 0.68 MG/ML [Ozempic],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707548,semaglutide 1.5 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707552,semaglutide 4 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707556,semaglutide 9 MG [Rybelsus],SBDC,
Antidiabetics,GLP1 Agonist,semaglutide,1991309,semaglutide Pen Injector [Ozempic],SBDF,
Antidiabetics,GLP1 Agonist,semaglutide,2200647,semaglutide Oral Tablet [Rybelsus],SBDF,
Antidiabetics,GLP1 Agonist,semaglutide,2553504,semaglutide Auto-Injector [Wegovy],SBDF,
Antidiabetics,GLP1 Agonist,semaglutide,1991310,Ozempic Injectable Product,SBDG,
Antidiabetics,GLP1 Agonist,semaglutide,2200648,Rybelsus Oral Product,SBDG,
Antidiabetics,GLP1 Agonist,semaglutide,2200649,Rybelsus Pill,SBDG,
Antidiabetics,GLP1 Agonist,semaglutide,2553505,Wegovy Injectable Product,SBDG,
Antidiabetics,GLP1 Agonist,semaglutide,1991306,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector",SCD,
Antidiabetics,GLP1 Agonist,semaglutide,1991316,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2200644,semaglutide 14 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2200652,semaglutide 3 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2200656,semaglutide 7 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2398841,3 ML semaglutide 1.34 MG/ML Pen Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2553501,0.5 ML semaglutide 0.5 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2553601,0.5 ML semaglutide 1 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2553802,0.5 ML semaglutide 2 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2553901,0.75 ML semaglutide 2.27 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2554102,0.75 ML semaglutide 3.2 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2599362,3 ML semaglutide 2.68 MG/ML Pen Injector,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2619152,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector",SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2707547,semaglutide 1.5 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2707551,semaglutide 4 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,2707555,semaglutide 9 MG Oral Tablet,SCD,
Antidiabetics,GLP1 Agonist,semaglutide,1991303,semaglutide 1.34 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200640,semaglutide 14 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200651,semaglutide 3 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2200655,semaglutide 7 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553400,semaglutide 0.5 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553600,semaglutide 1 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553606,semaglutide 2 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2553900,semaglutide 2.27 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2554101,semaglutide 3.2 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2599361,semaglutide 2.68 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2619151,semaglutide 0.68 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707546,semaglutide 1.5 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707550,semaglutide 4 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,2707554,semaglutide 9 MG,SCDC,
Antidiabetics,GLP1 Agonist,semaglutide,1991305,semaglutide Pen Injector,SCDF,
Antidiabetics,GLP1 Agonist,semaglutide,2200643,semaglutide Oral Tablet,SCDF,
Antidiabetics,GLP1 Agonist,semaglutide,2553500,semaglutide Auto-Injector,SCDF,
Antidiabetics,GLP1 Agonist,semaglutide,1991304,semaglutide Injectable Product,SCDG,
Antidiabetics,GLP1 Agonist,semaglutide,2200641,semaglutide Oral Product,SCDG,
Antidiabetics,GLP1 Agonist,semaglutide,2200642,semaglutide Pill,SCDG,
Antidiabetics,GLP1 Agonist,dulaglutide,1551291,dulaglutide,IN,
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,00002143301
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,000214331
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,00002143361
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,0002143361
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,00002143380
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,0002143380
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,50090348400
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5009034840
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,50090645300
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5009064530
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,54568043363
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5456843363
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,54568043371
Antidiabetics,GLP1 Agonist,dulaglutide,1551300,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],SBD,5456843371
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,00002143401
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,000214341
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,00002143461
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,0002143461
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,00002143480
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,0002143480
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,50090348300
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5009034830
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,50090645600
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5009064560
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,54568043463
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5456843463
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,54568043471
Antidiabetics,GLP1 Agonist,dulaglutide,1551306,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],SBD,5456843471
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,00002223601
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,000222361
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,00002223661
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,0002223661
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,00002223680
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,0002223680
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,50090546700
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,5009054670
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,50090657100
Antidiabetics,GLP1 Agonist,dulaglutide,2395779,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],SBD,5009065710
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,00002318201
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,000231821
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,00002318261
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,0002318261
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,00002318280
Antidiabetics,GLP1 Agonist,dulaglutide,2395785,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],SBD,0002318280
Antidiabetics,GLP1 Agonist,dulaglutide,1551297,dulaglutide 1.5 MG/ML [Trulicity],SBDC,
Antidiabetics,GLP1 Agonist,dulaglutide,1551305,dulaglutide 3 MG/ML [Trulicity],SBDC,
Antidiabetics,GLP1 Agonist,dulaglutide,2395778,dulaglutide 6 MG/ML [Trulicity],SBDC,
Antidiabetics,GLP1 Agonist,dulaglutide,2395784,dulaglutide 9 MG/ML [Trulicity],SBDC,
Antidiabetics,GLP1 Agonist,dulaglutide,1649586,dulaglutide Auto-Injector [Trulicity],SBDF,
Antidiabetics,GLP1 Agonist,dulaglutide,1551299,Trulicity Injectable Product,SBDG,
Antidiabetics,GLP1 Agonist,dulaglutide,1551295,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector,SCD,
